"ID","Gemeinde","Text","Staerkste_Partei"
64,"Nürensdorf ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
65,"Oberembrach ZH","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
66,"Opfikon ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
67,"Rafz ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
68,"Rorbas ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
69,"Wallisellen ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
70,"Wasterkingen ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_tie_fourth","SVP"
71,"Wil ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
72,"Winkel ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
81,"Bachs ZH","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
82,"Boppelsen ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
83,"Buchs ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Second_tie_third ","SVP"
84,"Dällikon ZH","Unangefochten bleibt in #Gemeinde_d die #Party_1_partei_bezeichnung_de die stärkste Partei. Sie vereinigte bei den Nationalratswahlen #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d) auf sich, #Party_1_distance_to_next Prozentpunkte mehr als die zweitplatzierte #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
85,"Dänikon ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
86,"Dielsdorf ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
87,"Hüttikon ZH","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SVP"
88,"Neerach ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
89,"Niederglatt ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
90,"Niederhasli ZH","Unangefochten bleibt in #Gemeinde_d die #Party_1_partei_bezeichnung_de die stärkste Partei. Sie vereinigte bei den Nationalratswahlen #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d) auf sich, #Party_1_distance_to_next Prozentpunkte mehr als die zweitplatzierte #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SVP"
91,"Niederweningen ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Third_big_jump_percentage","SVP"
92,"Oberglatt ZH","Unangefochten bleibt in #Gemeinde_d die #Party_1_partei_bezeichnung_de die stärkste Partei. Sie vereinigte bei den Nationalratswahlen #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d) auf sich, #Party_1_distance_to_next Prozentpunkte mehr als die zweitplatzierte #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
93,"Oberweningen ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
94,"Otelfingen ZH","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d). Besonders ist: Die GLP hat in der Gemeinde das höchste Resultat des Kantons erzielt.","SVP"
95,"Regensberg ZH","Keine Revolution in #Gemeinde_d: Unverändert belegten #Party_1_partei_bezeichnung_de, #Party_2_partei_bezeichnung_de und #Party_3_partei_bezeichnung_de die ersten drei Plätze. Sie holten #Party_1_partei_staerke (#Party_1_plus_minus_d), #Party_2_partei_staerke (#Party_2_plus_minus_d) respektive #Party_3_partei_staerke Prozent (#Party_3_plus_minus_d) der Stimmen.  ","SVP"
96,"Regensdorf ZH","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
97,"Rümlang ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
98,"Schleinikon ZH","Unangefochten bleibt in #Gemeinde_d die #Party_1_partei_bezeichnung_de die stärkste Partei. Sie vereinigte bei den Nationalratswahlen #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d) auf sich, #Party_1_distance_to_next Prozentpunkte mehr als die zweitplatzierte #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
99,"Schöfflisdorf ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
100,"Stadel ZH","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
101,"Steinmaur ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Second_tie_third ","SVP"
102,"Weiach ZH","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
111,"Bäretswil ZH","Unangefochten bleibt in #Gemeinde_d die #Party_1_partei_bezeichnung_de die stärkste Partei. Sie vereinigte bei den Nationalratswahlen #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d) auf sich, #Party_1_distance_to_next Prozentpunkte mehr als die zweitplatzierte #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
112,"Bubikon ZH","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Third_big_jump_percentage","SVP"
113,"Dürnten ZH","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de weiterhin mit deutlichem Abstand die grösste Partei. #Party_1_partei_staerke Prozent der Stimmen entfielen auf sie, #Party_1_distance_to_next Prozentpunkte mehr als die nächstgrössere Partei. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SVP"
114,"Fischenthal ZH","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
