"ID","Gemeinde_fr","Tabelle_fr","Staerkste_Partei"
214,"Dägerlen (ZH)","Résultats non encore disponibles.","no_data"
215,"Dättlikon (ZH)","tab_h_fr$tr£$td£UDC$/td£tab_r153tab_r2#547d34tab_r3$td£$b£35.3%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.2%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£13.9%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£10.2%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£Centre$/td£tab_r113tab_r2#f39f5etab_r3$td£$b£8.5%$/b£$/td£§+4.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.5%$/b£$/td£§-4.5$/td£$/tr£$tr£$td£PEV$/td£tab_r18tab_r2#87bfdctab_r3$td£$b£5.3%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Divers$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.9%$/b£$/td£§+4.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£375$/b£$br£Taux de participation: $b£62.3%$/b£ (+3.2%)","SVP"
216,"Dinhard (ZH)","Résultats non encore disponibles.","no_data"
218,"Ellikon an der Thur (ZH)","Résultats non encore disponibles.","no_data"
219,"Elsau (ZH)","Résultats non encore disponibles.","no_data"
220,"Hagenbuch (ZH)","Résultats non encore disponibles.","no_data"
221,"Hettlingen (ZH)","Résultats non encore disponibles.","no_data"
223,"Neftenbach (ZH)","Résultats non encore disponibles.","no_data"
224,"Pfungen (ZH)","tab_h_fr$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£36.0%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£18.3%$/b£$/td£§+4.4$/td£$/tr£$tr£$td£PVL$/td£tab_r120tab_r2#cbd401tab_r3$td£$b£13.1%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£7.8%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.8%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£Centre$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.5%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.1%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£4.0%$/b£$/td£§-0.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£939$/b£$br£Taux de participation: $b£39.7%$/b£ (-)","SVP"
225,"Rickenbach (ZH)","Résultats non encore disponibles.","no_data"
226,"Schlatt (ZH)","Résultats non encore disponibles.","no_data"
227,"Seuzach (ZH)","Résultats non encore disponibles.","no_data"
228,"Turbenthal (ZH)","Résultats non encore disponibles.","no_data"
230,"Winterthour (ZH)","Résultats non encore disponibles.","no_data"
231,"Zell (ZH)","Résultats non encore disponibles.","no_data"
241,"Aesch (ZH)","tab_h_fr$tr£$td£UDC$/td£tab_r155tab_r2#547d34tab_r3$td£$b£36.5%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.5%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£PVL$/td£tab_r123tab_r2#cbd401tab_r3$td£$b£15.1%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£Centre$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£10.3%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.5%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r16tab_r2#26b300tab_r3$td£$b£4.1%$/b£$/td£§-3.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£617$/b£$br£Taux de participation: $b£58.5%$/b£ (+4.1%)","SVP"
242,"Birmensdorf (ZH)","Résultats non encore disponibles.","no_data"
243,"Dietikon (ZH)","Résultats non encore disponibles.","no_data"
244,"Geroldswil (ZH)","Résultats non encore disponibles.","no_data"
245,"Oberengstringen (ZH)","Résultats non encore disponibles.","no_data"
246,"Oetwil an der Limmat (ZH)","Résultats non encore disponibles.","no_data"
247,"Schlieren (ZH)","Résultats non encore disponibles.","no_data"
248,"Uitikon (ZH)","Résultats non encore disponibles.","no_data"
249,"Unterengstringen (ZH)","Résultats non encore disponibles.","no_data"
250,"Urdorf (ZH)","Résultats non encore disponibles.","no_data"
251,"Weiningen (ZH)","Résultats non encore disponibles.","no_data"
261,"Zurich (ZH)","Résultats non encore disponibles.","no_data"
291,"Andelfingen (ZH)","Résultats non encore disponibles.","no_data"
292,"Stammheim (ZH)","Résultats non encore disponibles.","no_data"
293,"Wädenswil (ZH)","Résultats non encore disponibles.","no_data"
294,"Elgg (ZH)","Résultats non encore disponibles.","no_data"
295,"Horgen (ZH)","Résultats non encore disponibles.","no_data"
296,"Illnau-Effretikon (ZH)","Résultats non encore disponibles.","no_data"
297,"Bauma (ZH)","Résultats non encore disponibles.","no_data"
298,"Wiesendangen (ZH)","Résultats non encore disponibles.","no_data"
301,"Aarberg (BE)","Résultats non encore disponibles.","no_data"
302,"Bargen (BE)","Résultats non encore disponibles.","no_data"
303,"Grossaffoltern (BE)","Résultats non encore disponibles.","no_data"
304,"Kallnach (BE)","Résultats non encore disponibles.","no_data"
305,"Kappelen (BE)","Résultats non encore disponibles.","no_data"
306,"Lyss (BE)","Résultats non encore disponibles.","no_data"
307,"Meikirch (BE)","Résultats non encore disponibles.","no_data"
309,"Radelfingen (BE)","Résultats non encore disponibles.","no_data"
310,"Rapperswil (BE)","Résultats non encore disponibles.","no_data"
311,"Schüpfen (BE)","Résultats non encore disponibles.","no_data"
312,"Seedorf (BE)","Résultats non encore disponibles.","no_data"
321,"Aarwangen (BE)","Résultats non encore disponibles.","no_data"
322,"Auswil (BE)","Résultats non encore disponibles.","no_data"
323,"Bannwil (BE)","Résultats non encore disponibles.","no_data"
324,"Bleienbach (BE)","Résultats non encore disponibles.","no_data"
325,"Busswil bei Melchnau (BE)","Résultats non encore disponibles.","no_data"
326,"Gondiswil (BE)","Résultats non encore disponibles.","no_data"
329,"Langenthal (BE)","Résultats non encore disponibles.","no_data"
331,"Lotzwil (BE)","Résultats non encore disponibles.","no_data"
332,"Madiswil (BE)","Résultats non encore disponibles.","no_data"
333,"Melchnau (BE)","Résultats non encore disponibles.","no_data"
335,"Oeschenbach (BE)","Résultats non encore disponibles.","no_data"
336,"Reisiswil (BE)","Résultats non encore disponibles.","no_data"
337,"Roggwil (BE)","Résultats non encore disponibles.","no_data"
338,"Rohrbach (BE)","Résultats non encore disponibles.","no_data"
339,"Rohrbachgraben (BE)","Résultats non encore disponibles.","no_data"
340,"Rütschelen (BE)","Résultats non encore disponibles.","no_data"
341,"Schwarzhäusern (BE)","Résultats non encore disponibles.","no_data"
342,"Thunstetten (BE)","Résultats non encore disponibles.","no_data"
344,"Ursenbach (BE)","Résultats non encore disponibles.","no_data"
345,"Wynau (BE)","Résultats non encore disponibles.","no_data"
351,"Berne (BE)","Résultats non encore disponibles.","no_data"
352,"Bolligen (BE)","Résultats non encore disponibles.","no_data"
353,"Bremgarten bei Bern (BE)","Résultats non encore disponibles.","no_data"
354,"Kirchlindach (BE)","Résultats non encore disponibles.","no_data"
355,"Köniz (BE)","Résultats non encore disponibles.","no_data"
356,"Muri bei Bern (BE)","Résultats non encore disponibles.","no_data"
357,"Oberbalm (BE)","Résultats non encore disponibles.","no_data"
358,"Stettlen (BE)","Résultats non encore disponibles.","no_data"
359,"Vechigen (BE)","Résultats non encore disponibles.","no_data"
360,"Wohlen bei Bern (BE)","Résultats non encore disponibles.","no_data"
361,"Zollikofen (BE)","Résultats non encore disponibles.","no_data"
362,"Ittigen (BE)","Résultats non encore disponibles.","no_data"
363,"Ostermundigen (BE)","Résultats non encore disponibles.","no_data"
371,"Bienne (BE)","Résultats non encore disponibles.","no_data"
372,"Evilard (BE)","Résultats non encore disponibles.","no_data"
381,"Arch (BE)","Résultats non encore disponibles.","no_data"
382,"Büetigen (BE)","Résultats non encore disponibles.","no_data"
383,"Büren an der Aare et Meienried (BE)","Résultats non encore disponibles.","no_data"
385,"Diessbach bei Büren (BE)","Résultats non encore disponibles.","no_data"
386,"Dotzigen (BE)","Résultats non encore disponibles.","no_data"
387,"Longeau (BE)","Résultats non encore disponibles.","no_data"
388,"Leuzigen (BE)","Résultats non encore disponibles.","no_data"
390,"Meinisberg (BE)","Résultats non encore disponibles.","no_data"
391,"Oberwil bei Büren (BE)","Résultats non encore disponibles.","no_data"
392,"Perles (BE)","Résultats non encore disponibles.","no_data"
393,"Rüti bei Büren (BE)","Résultats non encore disponibles.","no_data"
394,"Wengi (BE)","Résultats non encore disponibles.","no_data"
401,"Aefligen (BE)","Résultats non encore disponibles.","no_data"
402,"Alchenstorf (BE)","Résultats non encore disponibles.","no_data"
403,"Bäriswil (BE)","Résultats non encore disponibles.","no_data"
404,"Berthoud (BE)","Résultats non encore disponibles.","no_data"
405,"Ersigen (BE)","Résultats non encore disponibles.","no_data"
406,"Hasle bei Burgdorf (BE)","Résultats non encore disponibles.","no_data"
407,"Heimiswil (BE)","Résultats non encore disponibles.","no_data"
409,"Hindelbank (BE)","Résultats non encore disponibles.","no_data"
410,"Höchstetten et Hellsau (BE)","Résultats non encore disponibles.","no_data"
411,"Kernenried (BE)","Résultats non encore disponibles.","no_data"
412,"Kirchberg (BE)","Résultats non encore disponibles.","no_data"
413,"Koppigen (BE)","Résultats non encore disponibles.","no_data"
414,"Krauchthal (BE)","Résultats non encore disponibles.","no_data"
415,"Lyssach (BE)","Résultats non encore disponibles.","no_data"
418,"Oberburg (BE)","Résultats non encore disponibles.","no_data"
420,"Rüdtligen-Alchenflüh (BE)","Résultats non encore disponibles.","no_data"
421,"Rumendingen (BE)","Résultats non encore disponibles.","no_data"
422,"Rüti bei Lyssach (BE)","Résultats non encore disponibles.","no_data"
423,"Willadingen (BE)","Résultats non encore disponibles.","no_data"
424,"Wynigen (BE)","Résultats non encore disponibles.","no_data"
431,"Corgémont (BE)","Résultats non encore disponibles.","no_data"
432,"Cormoret (BE)","Résultats non encore disponibles.","no_data"
433,"Cortébert (BE)","Résultats non encore disponibles.","no_data"
434,"Courtelary (BE)","Résultats non encore disponibles.","no_data"
435,"La Ferrière (BE)","Résultats non encore disponibles.","no_data"
437,"Mont-Tramelan (BE)","Résultats non encore disponibles.","no_data"
438,"Orvin (BE)","Résultats non encore disponibles.","no_data"
441,"Renan (BE)","Résultats non encore disponibles.","no_data"
442,"Romont (BE)","Résultats non encore disponibles.","no_data"
443,"Saint-Imier (BE)","Résultats non encore disponibles.","no_data"
444,"Sonceboz-Sombeval (BE)","Résultats non encore disponibles.","no_data"
445,"Sonvilier (BE)","Résultats non encore disponibles.","no_data"
446,"Tramelan (BE)","Résultats non encore disponibles.","no_data"
448,"Villeret (BE)","Résultats non encore disponibles.","no_data"
449,"Sauge (BE)","Résultats non encore disponibles.","no_data"
450,"Péry-La Heutte (BE)","Résultats non encore disponibles.","no_data"
491,"Brüttelen (BE)","Résultats non encore disponibles.","no_data"
492,"Cerlier (BE)","Résultats non encore disponibles.","no_data"
493,"Finsterhennen (BE)","Résultats non encore disponibles.","no_data"
494,"Gals (BE)","Résultats non encore disponibles.","no_data"
495,"Champion (Gampelen) (BE)","Résultats non encore disponibles.","no_data"
496,"Anet (BE)","Résultats non encore disponibles.","no_data"
497,"Lüscherz (BE)","Résultats non encore disponibles.","no_data"
498,"Müntschemier (BE)","Résultats non encore disponibles.","no_data"
499,"Siselen (BE)","Résultats non encore disponibles.","no_data"
500,"Treiten (BE)","Résultats non encore disponibles.","no_data"
501,"Tschugg (BE)","Résultats non encore disponibles.","no_data"
502,"Vinelz (BE)","Résultats non encore disponibles.","no_data"
533,"Bätterkinden (BE)","Résultats non encore disponibles.","no_data"
538,"Fraubrunnen (BE)","Résultats non encore disponibles.","no_data"
540,"Jegenstorf (BE)","Résultats non encore disponibles.","no_data"
541,"Iffwil (BE)","Résultats non encore disponibles.","no_data"
543,"Mattstetten (BE)","Résultats non encore disponibles.","no_data"
544,"Moosseedorf (BE)","Résultats non encore disponibles.","no_data"
546,"Münchenbuchsee (BE)","Résultats non encore disponibles.","no_data"
551,"Urtenen-Schönbühl (BE)","Résultats non encore disponibles.","no_data"
552,"Utzenstorf (BE)","Résultats non encore disponibles.","no_data"
553,"Wiggiswil et Deisswil bei Münchenbuchsee (BE)","Résultats non encore disponibles.","no_data"
554,"Wiler bei Utzenstorf (BE)","Résultats non encore disponibles.","no_data"
556,"Zielebach (BE)","Résultats non encore disponibles.","no_data"
557,"Zuzwil (BE)","Résultats non encore disponibles.","no_data"
561,"Adelboden (BE)","Résultats non encore disponibles.","no_data"
562,"Aeschi bei Spiez (BE)","Résultats non encore disponibles.","no_data"
563,"Frutigen (BE)","Résultats non encore disponibles.","no_data"
564,"Kandergrund (BE)","Résultats non encore disponibles.","no_data"
565,"Kandersteg (BE)","Résultats non encore disponibles.","no_data"
566,"Krattigen (BE)","Résultats non encore disponibles.","no_data"
567,"Reichenbach im Kandertal (BE)","Résultats non encore disponibles.","no_data"
571,"Beatenberg (BE)","Résultats non encore disponibles.","no_data"
572,"Bönigen (BE)","Résultats non encore disponibles.","no_data"
573,"Brienz (BE)","Résultats non encore disponibles.","no_data"
574,"Brienzwiler (BE)","Résultats non encore disponibles.","no_data"
575,"Därligen (BE)","Résultats non encore disponibles.","no_data"
576,"Grindelwald (BE)","Résultats non encore disponibles.","no_data"
577,"Gsteigwiler (BE)","Résultats non encore disponibles.","no_data"
578,"Gündlischwand (BE)","Résultats non encore disponibles.","no_data"
579,"Habkern (BE)","Résultats non encore disponibles.","no_data"
580,"Hofstetten bei Brienz (BE)","Résultats non encore disponibles.","no_data"
581,"Interlaken (BE)","Résultats non encore disponibles.","no_data"
582,"Iseltwald (BE)","Résultats non encore disponibles.","no_data"
584,"Lauterbrunnen (BE)","Résultats non encore disponibles.","no_data"
585,"Leissigen (BE)","Résultats non encore disponibles.","no_data"
586,"Lütschental (BE)","Résultats non encore disponibles.","no_data"
587,"Matten bei Interlaken (BE)","Résultats non encore disponibles.","no_data"
588,"Niederried bei Interlaken (BE)","Résultats non encore disponibles.","no_data"
589,"Oberried am Brienzersee (BE)","Résultats non encore disponibles.","no_data"
590,"Ringgenberg (BE)","Résultats non encore disponibles.","no_data"
591,"Saxeten (BE)","Résultats non encore disponibles.","no_data"
592,"Schwanden bei Brienz (BE)","Résultats non encore disponibles.","no_data"
593,"Unterseen (BE)","Résultats non encore disponibles.","no_data"
594,"Wilderswil (BE)","Résultats non encore disponibles.","no_data"
602,"Arni (BE)","Résultats non encore disponibles.","no_data"
603,"Biglen (BE)","Résultats non encore disponibles.","no_data"
605,"Bowil (BE)","Résultats non encore disponibles.","no_data"
606,"Brenzikofen (BE)","Résultats non encore disponibles.","no_data"
607,"Freimettigen (BE)","Résultats non encore disponibles.","no_data"
608,"Grosshöchstetten (BE)","Résultats non encore disponibles.","no_data"
609,"Häutligen (BE)","Résultats non encore disponibles.","no_data"
610,"Herbligen (BE)","Résultats non encore disponibles.","no_data"
611,"Kiesen (BE)","Résultats non encore disponibles.","no_data"
612,"Konolfingen (BE)","Résultats non encore disponibles.","no_data"
613,"Landiswil (BE)","Résultats non encore disponibles.","no_data"
614,"Linden (BE)","Résultats non encore disponibles.","no_data"
615,"Mirchel (BE)","Résultats non encore disponibles.","no_data"
616,"Münsingen (BE)","Résultats non encore disponibles.","no_data"
617,"Niederhünigen (BE)","Résultats non encore disponibles.","no_data"
619,"Oberdiessbach (BE)","Résultats non encore disponibles.","no_data"
620,"Oberthal (BE)","Résultats non encore disponibles.","no_data"
622,"Oppligen (BE)","Résultats non encore disponibles.","no_data"
623,"Rubigen (BE)","Résultats non encore disponibles.","no_data"
626,"Walkringen (BE)","Résultats non encore disponibles.","no_data"
627,"Worb (BE)","Résultats non encore disponibles.","no_data"
628,"Zäziwil et Oberhünigen (BE)","Résultats non encore disponibles.","no_data"
630,"Allmendingen (BE)","Résultats non encore disponibles.","no_data"
632,"Wichtrach (BE)","Résultats non encore disponibles.","no_data"
662,"Ferenbalm (BE)","Résultats non encore disponibles.","no_data"
663,"Frauenkappelen (BE)","Résultats non encore disponibles.","no_data"
665,"Gurbrü (BE)","Résultats non encore disponibles.","no_data"
666,"Kriechenwil (BE)","Résultats non encore disponibles.","no_data"
667,"Laupen (BE)","Résultats non encore disponibles.","no_data"
668,"Mühleberg (BE)","Résultats non encore disponibles.","no_data"
669,"Villars-les-Moines (BE)","Résultats non encore disponibles.","no_data"
670,"Neuenegg (BE)","Résultats non encore disponibles.","no_data"
671,"Wileroltigen (BE)","Résultats non encore disponibles.","no_data"
681,"Belprahon (BE)","Résultats non encore disponibles.","no_data"
683,"Champoz (BE)","Résultats non encore disponibles.","no_data"
687,"Corcelles (BE)","Résultats non encore disponibles.","no_data"
690,"Court (BE)","Résultats non encore disponibles.","no_data"
691,"Crémines (BE)","Résultats non encore disponibles.","no_data"
692,"Eschert (BE)","Résultats non encore disponibles.","no_data"
694,"Grandval (BE)","Résultats non encore disponibles.","no_data"
696,"Loveresse (BE)","Résultats non encore disponibles.","no_data"
700,"Moutier (BE)","Résultats non encore disponibles.","no_data"
701,"Perrefitte (BE)","Résultats non encore disponibles.","no_data"
703,"Reconvilier (BE)","Résultats non encore disponibles.","no_data"
704,"Roches (BE)","Résultats non encore disponibles.","no_data"
706,"Saicourt (BE)","Résultats non encore disponibles.","no_data"
707,"Saules (BE)","Résultats non encore disponibles.","no_data"
708,"La Scheulte (BE)","Résultats non encore disponibles.","no_data"
709,"Seehof (BE)","Résultats non encore disponibles.","no_data"
711,"Sorvilier (BE)","Résultats non encore disponibles.","no_data"
713,"Tavannes (BE)","Résultats non encore disponibles.","no_data"
715,"Rebévelier (BE)","Résultats non encore disponibles.","no_data"
716,"Petit-Val (BE)","Résultats non encore disponibles.","no_data"
717,"Valbirse (BE)","Résultats non encore disponibles.","no_data"
723,"La Neuveville (BE)","Résultats non encore disponibles.","no_data"
724,"Nods (BE)","Résultats non encore disponibles.","no_data"
726,"Plateau de Diesse (BE)","Résultats non encore disponibles.","no_data"
731,"Aegerten (BE)","Résultats non encore disponibles.","no_data"
732,"Bellmund (BE)","Résultats non encore disponibles.","no_data"
733,"Brügg (BE)","Résultats non encore disponibles.","no_data"
734,"Bühl (BE)","Résultats non encore disponibles.","no_data"
735,"Epsach (BE)","Résultats non encore disponibles.","no_data"
736,"Hagneck (BE)","Résultats non encore disponibles.","no_data"
737,"Hermrigen (BE)","Résultats non encore disponibles.","no_data"
738,"Jens (BE)","Résultats non encore disponibles.","no_data"
739,"Ipsach (BE)","Résultats non encore disponibles.","no_data"
740,"Gléresse (BE)","Résultats non encore disponibles.","no_data"
741,"Merzligen (BE)","Résultats non encore disponibles.","no_data"
742,"Mörigen (BE)","Résultats non encore disponibles.","no_data"
743,"Nidau (BE)","Résultats non encore disponibles.","no_data"
744,"Orpund (BE)","Résultats non encore disponibles.","no_data"
745,"Port (BE)","Résultats non encore disponibles.","no_data"
746,"Safnern (BE)","Résultats non encore disponibles.","no_data"
747,"Scheuren (BE)","Résultats non encore disponibles.","no_data"
748,"Schwadernau (BE)","Résultats non encore disponibles.","no_data"
749,"Studen (BE)","Résultats non encore disponibles.","no_data"
750,"Sutz-Lattrigen (BE)","Résultats non encore disponibles.","no_data"
751,"Täuffelen (BE)","Résultats non encore disponibles.","no_data"
754,"Walperswil (BE)","Résultats non encore disponibles.","no_data"
755,"Worben (BE)","Résultats non encore disponibles.","no_data"
756,"Douanne-Daucher (BE)","Résultats non encore disponibles.","no_data"
761,"Därstetten (BE)","Résultats non encore disponibles.","no_data"
762,"Diemtigen (BE)","Résultats non encore disponibles.","no_data"
763,"Erlenbach im Simmental (BE)","Résultats non encore disponibles.","no_data"
766,"Oberwil im Simmental (BE)","Résultats non encore disponibles.","no_data"
767,"Reutigen (BE)","Résultats non encore disponibles.","no_data"
768,"Spiez (BE)","Résultats non encore disponibles.","no_data"
769,"Wimmis (BE)","Résultats non encore disponibles.","no_data"
770,"Stocken-Höfen (BE)","Résultats non encore disponibles.","no_data"
782,"Guttannen (BE)","Résultats non encore disponibles.","no_data"
783,"Hasliberg (BE)","Résultats non encore disponibles.","no_data"
784,"Innertkirchen (BE)","Résultats non encore disponibles.","no_data"
785,"Meiringen (BE)","Résultats non encore disponibles.","no_data"
786,"Schattenhalb (BE)","Résultats non encore disponibles.","no_data"
791,"Boltigen (BE)","Résultats non encore disponibles.","no_data"
792,"Lenk (BE)","Résultats non encore disponibles.","no_data"
793,"Saint-Etienne (BE)","Résultats non encore disponibles.","no_data"
794,"Zweisimmen (BE)","Résultats non encore disponibles.","no_data"
841,"Gsteig (BE)","Résultats non encore disponibles.","no_data"
842,"Lauenen (BE)","Résultats non encore disponibles.","no_data"
843,"Gessenay (BE)","Résultats non encore disponibles.","no_data"
852,"Guggisberg (BE)","Résultats non encore disponibles.","no_data"
853,"Rüschegg (BE)","Résultats non encore disponibles.","no_data"
855,"Schwarzenburg (BE)","Résultats non encore disponibles.","no_data"
861,"Belp (BE)","Résultats non encore disponibles.","no_data"
863,"Burgistein (BE)","Résultats non encore disponibles.","no_data"
866,"Gerzensee (BE)","Résultats non encore disponibles.","no_data"
867,"Gurzelen (BE)","Résultats non encore disponibles.","no_data"
868,"Jaberg (BE)","Résultats non encore disponibles.","no_data"
869,"Kaufdorf (BE)","Résultats non encore disponibles.","no_data"
870,"Kehrsatz (BE)","Résultats non encore disponibles.","no_data"
872,"Kirchdorf (BE)","Résultats non encore disponibles.","no_data"
879,"Riggisberg (BE)","Résultats non encore disponibles.","no_data"
880,"Rüeggisberg (BE)","Résultats non encore disponibles.","no_data"
883,"Seftigen (BE)","Résultats non encore disponibles.","no_data"
884,"Toffen (BE)","Résultats non encore disponibles.","no_data"
885,"Uttigen (BE)","Résultats non encore disponibles.","no_data"
886,"Wattenwil (BE)","Résultats non encore disponibles.","no_data"
888,"Wald et Niedermuhlern (BE)","Résultats non encore disponibles.","no_data"
