"ID","Gemeinde_it","Tabelle_it","Staerkste_Partei"
33,"Kleinandelfingen ZH","tab_h_it$tr£$td£UDC$/td£tab_r162tab_r2#547d34tab_r3$td£$b£41.2%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£11.9%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.6%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.5%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£Centro$/td£tab_r114tab_r2#f39f5etab_r3$td£$b£9.3%$/b£$/td£§+3.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.8%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£PEV$/td£tab_r17tab_r2#87bfdctab_r3$td£$b£4.9%$/b£$/td£§+0.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£776$/b£$br£Tasso di partecipazione: $b£51.2%$/b£ (+2.4%)","SVP"
34,"Laufen-Uhwiesen ZH","tab_h_it$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.5%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.1%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£11.7%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.6%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£Centro$/td£tab_r114tab_r2#f39f5etab_r3$td£$b£9.1%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.0%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.1%$/b£$/td£§+1.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£636$/b£$br£Tasso di partecipazione: $b£48.9%$/b£ (+0.4%)","SVP"
35,"Marthalen ZH","tab_h_it$tr£$td£UDC$/td£tab_r171tab_r2#547d34tab_r3$td£$b£47.4%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£10.2%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Centro$/td£tab_r113tab_r2#f39f5etab_r3$td£$b£8.5%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.5%$/b£$/td£§-3.7$/td£$/tr£$tr£$td£PLR$/td£tab_r18tab_r2#6268AFtab_r3$td£$b£5.6%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£altro$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.3%$/b£$/td£§+3.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£757$/b£$br£Tasso di partecipazione: $b£55.7%$/b£ (-1.0%)","SVP"
37,"Ossingen ZH","tab_h_it$tr£$td£UDC$/td£tab_r157tab_r2#547d34tab_r3$td£$b£37.7%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.1%$/b£$/td£§+3.7$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.3%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.8%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£Centro$/td£tab_r116tab_r2#f39f5etab_r3$td£$b£10.7%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.9%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£3.7%$/b£$/td£§-2.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£659$/b£$br£Tasso di partecipazione: $b£52.8%$/b£ (+2.6%)","SVP"
38,"Rheinau ZH","tab_h_it$tr£$td£UDC$/td£tab_r148tab_r2#547d34tab_r3$td£$b£32.3%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.9%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£Centro$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£13.9%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.9%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.9%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.6%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£altro$/td£tab_r18tab_r2#bebebetab_r3$td£$b£5.1%$/b£$/td£§+3.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£443$/b£$br£Tasso di partecipazione: $b£50.8%$/b£ (-2.7%)","SVP"
39,"Thalheim an der Thur ZH","tab_h_it$tr£$td£UDC$/td£tab_r177tab_r2#547d34tab_r3$td£$b£51.4%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.4%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.8%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.3%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£altro$/td£tab_r110tab_r2#bebebetab_r3$td£$b£6.6%$/b£$/td£§+5.3$/td£$/tr£$tr£$td£Centro$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£5.7%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PEV$/td£tab_r17tab_r2#87bfdctab_r3$td£$b£4.4%$/b£$/td£§+0.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£394$/b£$br£Tasso di partecipazione: $b£55.8%$/b£ (+7.9%)","SVP"
40,"Trüllikon ZH","tab_h_it$tr£$td£UDC$/td£tab_r175tab_r2#547d34tab_r3$td£$b£50.3%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.6%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£Centro$/td£tab_r117tab_r2#f39f5etab_r3$td£$b£11.3%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£7.8%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.8%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£PLR$/td£tab_r18tab_r2#6268AFtab_r3$td£$b£5.1%$/b£$/td£§-0.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£398$/b£$br£Tasso di partecipazione: $b£49.9%$/b£ (+0.6%)","SVP"
41,"Truttikon ZH","tab_h_it$tr£$td£UDC$/td£tab_r166tab_r2#547d34tab_r3$td£$b£44.1%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.5%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.5%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.9%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.9%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Centro$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£5.7%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£UDF$/td£tab_r18tab_r2#3aa59atab_r3$td£$b£5.1%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£altro$/td£tab_r18tab_r2#bebebetab_r3$td£$b£5.1%$/b£$/td£§+3.0$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.6%$/b£$/td£§-2.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£219$/b£$br£Tasso di partecipazione: $b£62.0%$/b£ (+3.4%)","SVP"
43,"Volken ZH","tab_h_it$tr£$td£UDC$/td£tab_r173tab_r2#547d34tab_r3$td£$b£49.0%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Centro$/td£tab_r116tab_r2#f39f5etab_r3$td£$b£10.4%$/b£$/td£§+9.3$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.6%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PS$/td£tab_r112tab_r2#ea546ftab_r3$td£$b£7.9%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£PEV$/td£tab_r110tab_r2#87bfdctab_r3$td£$b£6.9%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£6.4%$/b£$/td£§-5.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r17tab_r2#26b300tab_r3$td£$b£5.0%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.5%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£148$/b£$br£Tasso di partecipazione: $b£56.5%$/b£ (+2.8%)","SVP"
51,"Bachenbülach ZH","tab_h_it$tr£$td£UDC$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.2%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.3%$/b£$/td£§-5.3$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.4%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.5%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£Centro$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£7.7%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.8%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PEV$/td£tab_r110tab_r2#87bfdctab_r3$td£$b£6.4%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£altro$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.2%$/b£$/td£§+3.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'040$/b£$br£Tasso di partecipazione: $b£41.6%$/b£ (+1.2%)","SVP"
52,"Bassersdorf ZH","tab_h_it$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£33.7%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.4%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.5%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.4%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£Centro$/td£tab_r113tab_r2#f39f5etab_r3$td£$b£8.4%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£6.1%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£UDF$/td£tab_r16tab_r2#3aa59atab_r3$td£$b£3.9%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.4%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'850$/b£$br£Tasso di partecipazione: $b£40.5%$/b£ (+2.5%)","SVP"
53,"Bülach ZH","tab_h_it$tr£$td£UDC$/td£tab_r148tab_r2#547d34tab_r3$td£$b£31.8%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.7%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.6%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r115tab_r2#6268AFtab_r3$td£$b£10.2%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.7%$/b£$/td£§-4.2$/td£$/tr£$tr£$td£Centro$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£8.1%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PEV$/td£tab_r18tab_r2#87bfdctab_r3$td£$b£5.5%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.6%$/b£$/td£§+2.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£5'227$/b£$br£Tasso di partecipazione: $b£39.3%$/b£ (+0.3%)","SVP"
54,"Dietlikon ZH","tab_h_it$tr£$td£UDC$/td£tab_r145tab_r2#547d34tab_r3$td£$b£30.3%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.6%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r122tab_r2#cbd401tab_r3$td£$b£14.7%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.8%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£Centro$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£9.8%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.8%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.4%$/b£$/td£§+2.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'069$/b£$br£Tasso di partecipazione: $b£44.3%$/b£ (+3.2%)","SVP"
55,"Eglisau ZH","tab_h_it$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£34.0%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.7%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r121tab_r2#cbd401tab_r3$td£$b£13.8%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£Centro$/td£tab_r113tab_r2#f39f5etab_r3$td£$b£8.6%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£PLR$/td£tab_r113tab_r2#6268AFtab_r3$td£$b£8.5%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.9%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£PEV$/td£tab_r17tab_r2#87bfdctab_r3$td£$b£4.8%$/b£$/td£§+0.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'672$/b£$br£Tasso di partecipazione: $b£51.4%$/b£ (+4.1%)","SVP"
56,"Embrach ZH","tab_h_it$tr£$td£UDC$/td£tab_r161tab_r2#547d34tab_r3$td£$b£40.8%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.5%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.5%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£Centro$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£9.8%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PLR$/td£tab_r113tab_r2#6268AFtab_r3$td£$b£8.5%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.7%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£3.9%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£altro$/td£tab_r16tab_r2#bebebetab_r3$td£$b£3.8%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'089$/b£$br£Tasso di partecipazione: $b£36.8%$/b£ (+1.2%)","SVP"
57,"Freienstein-Teufen ZH","tab_h_it$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£35.9%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£12.6%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r117tab_r2#cbd401tab_r3$td£$b£11.5%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PEV$/td£tab_r117tab_r2#87bfdctab_r3$td£$b£11.4%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r113tab_r2#6268AFtab_r3$td£$b£8.4%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Centro$/td£tab_r111tab_r2#f39f5etab_r3$td£$b£7.2%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.8%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.2%$/b£$/td£§+2.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£839$/b£$br£Tasso di partecipazione: $b£51.8%$/b£ (-0.7%)","SVP"
58,"Glattfelden ZH","tab_h_it$tr£$td£UDC$/td£tab_r165tab_r2#547d34tab_r3$td£$b£43.7%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.4%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.8%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.1%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£7.0%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£Centro$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.3%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.6%$/b£$/td£§+2.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'295$/b£$br£Tasso di partecipazione: $b£41.7%$/b£ (+3.0%)","SVP"
59,"Hochfelden ZH","tab_h_it$tr£$td£UDC$/td£tab_r170tab_r2#547d34tab_r3$td£$b£46.6%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.3%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.2%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PLR$/td£tab_r19tab_r2#6268AFtab_r3$td£$b£6.1%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PEV$/td£tab_r18tab_r2#87bfdctab_r3$td£$b£5.6%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Centro$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.6%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£UDF$/td£tab_r18tab_r2#3aa59atab_r3$td£$b£5.4%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.3%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.4%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£621$/b£$br£Tasso di partecipazione: $b£47.3%$/b£ (+2.0%)","SVP"
60,"Höri ZH","tab_h_it$tr£$td£UDC$/td£tab_r183tab_r2#547d34tab_r3$td£$b£55.4%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.4%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£7.8%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.0%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PEV$/td£tab_r18tab_r2#87bfdctab_r3$td£$b£5.6%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£Centro$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.9%$/b£$/td£§+1.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£567$/b£$br£Tasso di partecipazione: $b£34.2%$/b£ (+1.5%)","SVP"
61,"Hüntwangen ZH","tab_h_it$tr£$td£UDC$/td£tab_r168tab_r2#547d34tab_r3$td£$b£45.3%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.5%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£10.1%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.3%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.8%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£Centro$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.6%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£altro$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.9%$/b£$/td£§+4.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£391$/b£$br£Tasso di partecipazione: $b£50.3%$/b£ (+0.8%)","SVP"
62,"Kloten ZH","tab_h_it$tr£$td£UDC$/td£tab_r157tab_r2#547d34tab_r3$td£$b£38.1%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.4%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£Centro$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£10.1%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£9.8%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.6%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.9%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£altro$/td£tab_r16tab_r2#bebebetab_r3$td£$b£3.8%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.3%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'633$/b£$br£Tasso di partecipazione: $b£33.5%$/b£ (+1.6%)","SVP"
63,"Lufingen ZH","tab_h_it$tr£$td£UDC$/td£tab_r169tab_r2#547d34tab_r3$td£$b£45.8%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£12.2%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£11.9%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.7%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£Centro$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£5.9%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r16tab_r2#26b300tab_r3$td£$b£3.8%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.2%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£778$/b£$br£Tasso di partecipazione: $b£44.5%$/b£ (+0.6%)","SVP"
64,"Nürensdorf ZH","tab_h_it$tr£$td£UDC$/td£tab_r169tab_r2#547d34tab_r3$td£$b£45.7%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.3%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£10.4%$/b£$/td£§+1.4$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.6%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£Centro$/td£tab_r113tab_r2#f39f5etab_r3$td£$b£8.8%$/b£$/td£§+3.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.6%$/b£$/td£§-2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'834$/b£$br£Tasso di partecipazione: $b£47.8%$/b£ (+2.5%)","SVP"
65,"Oberembrach ZH","tab_h_it$tr£$td£UDC$/td£tab_r178tab_r2#547d34tab_r3$td£$b£51.8%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.2%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£7.0%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£Centro$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.8%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.0%$/b£$/td£§-3.7$/td£$/tr£$tr£$td£UDF$/td£tab_r17tab_r2#3aa59atab_r3$td£$b£4.7%$/b£$/td£§-0.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£414$/b£$br£Tasso di partecipazione: $b£51.9%$/b£ (-1.3%)","SVP"
66,"Opfikon ZH","Risultato non ancora disponibile.","no_data"
